1.274792240594322976e+02,1.275185267945369105e+02,1.274419407996008289e+02,1.273535790036003021e+02,1.272575766757139206e+02,1.271536880416695823e+02,1.270439412005931672e+02,1.269269616534939473e+02,1.268012897713687579e+02,1.266653650457872828e+02,1.265199505506746789e+02,1.263621106204726345e+02,1.261924712174095760e+02,1.260090906379944613e+02,1.258111541566482003e+02,1.255963785189805151e+02,1.253636023034630966e+02,1.251114912813491600e+02,1.248370235290161077e+02,1.245382610304288420e+02,1.242129322135422598e+02,1.238600168628026950e+02,1.234748190734534887e+02,1.230571904991879251e+02,1.226069662082660443e+02,1.221179354271777981e+02,1.215975666081617703e+02,1.210463198447312294e+02,1.204724252146729526e+02,1.198920522496757570e+02,1.193290311958601819e+02,1.188134566166852437e+02,1.183565197630145605e+02,1.179597471676559906e+02,1.176192113402051973e+02,1.173354239666480368e+02,1.171217381679762752e+02,1.169726361290270376e+02,1.168989640195209461e+02
1.213329790903206771e+02,1.213816892796757685e+02,1.213040668717691233e+02,1.212122466341667177e+02,1.211148930138273840e+02,1.210083725601655829e+02,1.208958609656473584e+02,1.207735887079690684e+02,1.206423613993698325e+02,1.205017942693251030e+02,1.203502171198166337e+02,1.201858184330326083e+02,1.200092022448426832e+02,1.198157096459253808e+02,1.196069813665782249e+02,1.193806127480779367e+02,1.191324678771810568e+02,1.188622829709731690e+02,1.185666475826312052e+02,1.182415982961737910e+02,1.178857682906729565e+02,1.174940349671483233e+02,1.170620410969870306e+02,1.165844486683889158e+02,1.160566711622934406e+02,1.154707888497629966e+02,1.148190415056911604e+02,1.140965348933842307e+02,1.132888337795154285e+02,1.123904845337682588e+02,1.113901331760978195e+02,1.102772498059438817e+02,1.090486125067576779e+02,1.077134814755353034e+02,1.063121915771064891e+02,1.049387692616522259e+02,1.037295755604001215e+02,1.027117889681301932e+02,1.019215053789678649e+02
1.177878092119268558e+02,1.178394169495230699e+02,1.177610525033964279e+02,1.176701352087875989e+02,1.175696995010778636e+02,1.174646235011720137e+02,1.173512404620134078e+02,1.172274573665610973e+02,1.170964622293471535e+02,1.169542766006567831e+02,1.168022464760605033e+02,1.166360765628710396e+02,1.164579130369273798e+02,1.162640872155615455e+02,1.160525942367841594e+02,1.158232709513092402e+02,1.155726582177908028e+02,1.152990470337664988e+02,1.150004401713080284e+02,1.146709055453153638e+02,1.143084579034103569e+02,1.139106781578631313e+02,1.134705042549410905e+02,1.129821823982910871e+02,1.124416191668785956e+02,1.118403680665368540e+02,1.111675870263306365e+02,1.104149054547035576e+02,1.095714296436622561e+02,1.086227712610109393e+02,1.075522288931157675e+02,1.063387467859657107e+02,1.049607310676332759e+02,1.033946356978133565e+02,1.016126294702215063e+02,9.960156284510611613e+01,9.740898910992413562e+01,9.524103676661391660e+01,9.344094752524240732e+01
1.152812389503618249e+02,1.153323391007339183e+02,1.152555756955598838e+02,1.151634585685496148e+02,1.150646445053182561e+02,1.149577575810543095e+02,1.148436823438849927e+02,1.147209615791296073e+02,1.145892458127309794e+02,1.144469207898920047e+02,1.142934908296815593e+02,1.141284003984837057e+02,1.139497276300693471e+02,1.137540290887054368e+02,1.135429383385999813e+02,1.133126250010034255e+02,1.130616645151917368e+02,1.127869196630937552e+02,1.124847712978389325e+02,1.121557803354137519e+02,1.117922190758976484e+02,1.113901331760978195e+02,1.109483674133114306e+02,1.104557803049032998e+02,1.099108559722100011e+02,1.093028737724074659e+02,1.086239702243143910e+02,1.078626387810113840e+02,1.070064709034605102e+02,1.060404622691004164e+02,1.049460960352946586e+02,1.037021519637775384e+02,1.022772218171327552e+02,1.006381532650544699e+02,9.874418662417524217e+01,9.654070789599985858e+01,9.397825274482998736e+01,9.106183858557761823e+01,8.808295542841057113e+01
1.133391383002665833e+02,1.133919233349777898e+02,1.133140224573073027e+02,1.132213046569584947e+02,1.131218739269048683e+02,1.130155088987093990e+02,1.129019662408755806e+02,1.127794926514073381e+02,1.126477269305528353e+02,1.125047335739807295e+02,1.123515447678503278e+02,1.121860642275693749e+02,1.120060060234569619e+02,1.118121751780432618e+02,1.116003137080947880e+02,1.113691822763608030e+02,1.111173483178239962e+02,1.108412923912462134e+02,1.105408041526780352e+02,1.102095930497352896e+02,1.098444402439761092e+02,1.094436458931321141e+02,1.089982328316305740e+02,1.085056780701938806e+02,1.079576528315503623e+02,1.073477487087593119e+02,1.066647641748633077e+02,1.059005217170406041e+02,1.050389746583041841e+02,1.040642457622867312e+02,1.029592403447487783e+02,1.017008661403923782e+02,1.002539632022137539e+02,9.858570813370350550e+01,9.664369910801846686e+01,9.436125982673451063e+01,9.165038150230273573e+01,8.842079998891334469e+01,8.470193001151287149e+01
1.117538412473158189e+02,1.118055282371119858e+02,1.117287205618080463e+02,1.116359847629031208e+02,1.115371060505407428e+02,1.114301483618777979e+02,1.113165828646811093e+02,1.111943815657428445e+02,1.110613858299863779e+02,1.109189610724416895e+02,1.107666708872813217e+02,1.106002114617641041e+02,1.104207565089080276e+02,1.102255597631249060e+02,1.100136244407926114e+02,1.097817108694653427e+02,1.095304838035083748e+02,1.092550665151498208e+02,1.089521781657373509e+02,1.086215721321848378e+02,1.082566474296432233e+02,1.078534729962659924e+02,1.074086345951679959e+02,1.069150014334664291e+02,1.063667758553738310e+02,1.057549539816843662e+02,1.050715196617177014e+02,1.043021206831318750e+02,1.034383054209629051e+02,1.024607376908299727e+02,1.013507235084185396e+02,1.000825882456586413e+02,9.862654722861299206e+01,9.694094163419505605e+01,9.497393242676777447e+01,9.265036684666486622e+01,8.986732797695084685e+01,8.648528393191537589e+01,8.239099079082889432e+01
1.104149054547035576e+02,1.104654841263103862e+02,1.103885268257764380e+02,1.102970489702908594e+02,1.101975987238181744e+02,1.100909232662316128e+02,1.099767677109303747e+02,1.098527700356843297e+02,1.097216953922735030e+02,1.095800252798294281e+02,1.094261736425574014e+02,1.092595248186677424e+02,1.090805208226031198e+02,1.088849621399762526e+02,1.086729857662884768e+02,1.084410261108890126e+02,1.081901078036903527e+02,1.079135289883147095e+02,1.076117030041112201e+02,1.072794378531334587e+02,1.069150014334664291e+02,1.065116982137157038e+02,1.060662507894748074e+02,1.055729026675199975e+02,1.050226563137188975e+02,1.044098996024133754e+02,1.037253621770344125e+02,1.029557873971230890e+02,1.020897447692590134e+02,1.011091992151062584e+02,9.999561588160931080e+01,9.872359728450122418e+01,9.726167394584821579e+01,9.556646103539972614e+01,9.358434990384762386e+01,9.123663792949052720e+01,8.841159070410851939e+01,8.494563829296163249e+01,8.064303751655305064e+01
1.092539515816218199e+02,1.093050909746245054e+02,1.092271501523711095e+02,1.091349495519636434e+02,1.090371882125445637e+02,1.089290589355906889e+02,1.088148765824389983e+02,1.086932284409995333e+02,1.085601960026739903e+02,1.084189589129242393e+02,1.082653976969827312e+02,1.080988899213001133e+02,1.079187316776814498e+02,1.077241259494631436e+02,1.075114436109248004e+02,1.072808373358784593e+02,1.070281081054775854e+02,1.067529465529644170e+02,1.064503244226784062e+02,1.061191990199474731e+02,1.057532857036348730e+02,1.053503302028371849e+02,1.049038824367956266e+02,1.044098996024133754e+02,1.038602243390567850e+02,1.032467214344063535e+02,1.025613078092794836e+02,1.017908487390774042e+02,1.009235439385265067e+02,9.994203418854844756e+01,9.882605936919256351e+01,9.755170297918427025e+01,9.608312463601362197e+01,9.438290884184664264e+01,9.239203849917862499e+01,9.002944527296882882e+01,8.717772384794997720e+01,8.366032279449173359e+01,7.923307295825398455e+01
1.082303436122376468e+02,1.082828718306148801e+02,1.082052180823135927e+02,1.081116165018011799e+02,1.080131374225741894e+02,1.079057191065015076e+02,1.077929988722547989e+02,1.076694346107930045e+02,1.075372965168478174e+02,1.073948343227414881e+02,1.072415663324620994e+02,1.070755210688026011e+02,1.068960062933710589e+02,1.067007430580836314e+02,1.064887338318588945e+02,1.062572621073253174e+02,1.060048775690427760e+02,1.057282230057475090e+02,1.054268890206144818e+02,1.050949487796258666e+02,1.047291924181684664e+02,1.043257504133383549e+02,1.038799120186009475e+02,1.033847796787588891e+02,1.028352286056419729e+02,1.022222792612984676e+02,1.015343412014469635e+02,1.007635187969392376e+02,9.989631027963810084e+01,9.891267020945005584e+01,9.779594529100968714e+01,9.651899617611474014e+01,9.504863785935975784e+01,9.334401351407908010e+01,9.134686643468373290e+01,8.897350880511105231e+01,8.610318815893826638e+01,8.255226785393992373e+01,7.804415247735092009e+01
1.073143574532657709e+02,1.073671678249497177e+02,1.072892295004328389e+02,1.071964666905876840e+02,1.070969871551168637e+02,1.069905692952880116e+02,1.068769695218133506e+02,1.067544334809211506e+02,1.066225995792566863e+02,1.064795310519359504e+02,1.063262603297085462e+02,1.061590975266577459e+02,1.059805314175203108e+02,1.057849283238323608e+02,1.055729026675199975e+02,1.053415874847985378e+02,1.050895476666081834e+02,1.048132591102573770e+02,1.045105842476762490e+02,1.041789990154151155e+02,1.038134168449404910e+02,1.034099450880203221e+02,1.029638421406911561e+02,1.024692646149376003e+02,1.019189114145949873e+02,1.013049022274981610e+02,1.006170819577299369e+02,9.984705179428551958e+01,9.897843120221578772e+01,9.799487142245456539e+01,9.687627637676686732e+01,9.559740282629854846e+01,9.412585545570601653e+01,9.241725154921348917e+01,9.041588090415578449e+01,8.803497580187341498e+01,8.515369350095697598e+01,8.157694735587584489e+01,7.701254871442992567e+01
