0,0.8,0.8,83.96027072150504,nan
1,0.8,0.7000000000000001,88.75485596944151,91.96611574365735
2,0.6,0.6000000000000001,93.87407290954562,99.0599384281374
3,0.4,0.5000000000000001,98.20029735321698,106.22255636336071
4,0.4,0.40000000000000013,99.81240388389195,109.65700560324775
5,0.6,0.30000000000000016,99.55059913755589,109.65381167431377
6,0.8,0.20000000000000018,99.4804615875418,110.08180528478633
7,0.8,0.1000000000000002,100.1845514372404,112.13819917456375
8,0.8,2.220446049250313e-16,101.37837679391589,114.4579520489409
9,0.6,-0.09999999999999976,103.03485996445788,118.3283238837038
10,0.4,-0.19999999999999973,104.43518039162367,122.5569698048752
11,0.4,-0.2999999999999996,104.81139977392618,123.67887956256524
12,0.6,-0.3999999999999997,104.39430554142393,121.89396986224358
13,0.8,-0.4999999999999998,103.98484764798411,120.64236139936983
14,0.8,-0.5999999999999996,103.98484764798411,120.76529668859177
15,0.8,-0.6999999999999995,104.4137937471269,nan
