1.489164561830833691e+02,1.478102901054256222e+02,1.476572757613138833e+02,1.475883944357107112e+02,1.475363725814344775e+02,1.474822873250743669e+02,1.474559956402695491e+02,1.474349048416316066e+02,1.474489710627430838e+02,1.474980242205200511e+02,1.475918515062590473e+02,1.477866642010334317e+02,1.480660201049758484e+02,1.484938571229269542e+02,1.491996374709908935e+02,1.500421015891025149e+02,1.515506746506722777e+02,1.529929187958900059e+02,1.557549224492154281e+02,1.579569965824306905e+02,1.597121865451606766e+02,1.649370685665610097e+02,1.658619723256137490e+02,1.658889262328544305e+02,1.659626210721694690e+02,1.703755465162166445e+02,1.703915869448530316e+02,1.704155921825315261e+02,1.704315588959211425e+02,1.704474963125724685e+02,1.733848299171576173e+02,1.727733918111225648e+02,1.733905051147708605e+02,1.733961766067373560e+02,1.734103391561624790e+02,1.733961766067373560e+02,1.729123690102291278e+02,1.733392943494966971e+02,1.732647860963174367e+02
1.403941135247477519e+02,1.402865839440928539e+02,1.401451826179191187e+02,1.399983348549178288e+02,1.398384192477979866e+02,1.396572123765976698e+02,1.394655400332317470e+02,1.392447287905972644e+02,1.390042339518578842e+02,1.387329621259885357e+02,1.384256807575063988e+02,1.380865032790481735e+02,1.377012214415605627e+02,1.372697418439797161e+02,1.367977564839015372e+02,1.362573189378213669e+02,1.356861169230272139e+02,1.350252609555399772e+02,1.343318545885022672e+02,1.335565376675688469e+02,1.327195475623298080e+02,1.318542649635166981e+02,1.308605894282006261e+02,1.298223275845888907e+02,1.287456396690873532e+02,1.275987615222464342e+02,1.263146943547172754e+02,1.249899273628141430e+02,1.236295905545552785e+02,1.222507928762945397e+02,1.208631104676669707e+02,1.192841717565060975e+02,1.177241269266174442e+02,1.162061877253363917e+02,1.147435115546460338e+02,1.133752890056587432e+02,1.121365991212041422e+02,1.110686270889618896e+02,1.102175800752526271e+02
1.363948292975023264e+02,1.365471626909724137e+02,1.364089310425935935e+02,1.362525381526508284e+02,1.360819054782267585e+02,1.358879278902304861e+02,1.356793084651923778e+02,1.354410874985151167e+02,1.351763237133488644e+02,1.348808630452339798e+02,1.345440035516949138e+02,1.341723102828420338e+02,1.337479166628660892e+02,1.332759313027879102e+02,1.327553854194069629e+02,1.321634409764848499e+02,1.315281858328831106e+02,1.308070461033448737e+02,1.300385164861072553e+02,1.291845446963192785e+02,1.282613986685336158e+02,1.272911865060083727e+02,1.261988135978579209e+02,1.250422346515342440e+02,1.238217566339998967e+02,1.225105624479722763e+02,1.210715262431145050e+02,1.195526434374840505e+02,1.179466413339540196e+02,1.162441654416034140e+02,1.144346473815504908e+02,1.124400740473089115e+02,1.103246921977451223e+02,1.080733806822952658e+02,1.056963727523376662e+02,1.032177275532552727e+02,1.007427497938869863e+02,9.846685279039778038e+01,9.648996253469265127e+01
1.337223573811427002e+02,1.339766992426399952e+02,1.338388913721169615e+02,1.336795907283334941e+02,1.335063867910355100e+02,1.333073126156155297e+02,1.330944014011933803e+02,1.328478776779285795e+02,1.325783497204608921e+02,1.322750276627276094e+02,1.319280085568255174e+02,1.315473872389236760e+02,1.311119483240920545e+02,1.306261463407578560e+02,1.300921382742262438e+02,1.294867391722423804e+02,1.288359616923866611e+02,1.280958327652980984e+02,1.273090587132153075e+02,1.264364553508516451e+02,1.254924692658364052e+02,1.244951700650363335e+02,1.233823687276585304e+02,1.221986974189538557e+02,1.209493987102978281e+02,1.196069813665782249e+02,1.181395789664738203e+02,1.165844486683889158e+02,1.149357577155141428e+02,1.131830875301648121e+02,1.113077852445245099e+02,1.092494904158133977e+02,1.070410646019121117e+02,1.046594561389157576e+02,1.020782900080204882e+02,9.926306387336479986e+01,9.619666729384741188e+01,9.294143765782608568e+01,8.983870887482189005e+01
1.317021813026467498e+02,1.320050313037628769e+02,1.318674794642217591e+02,1.317075628949118880e+02,1.315323039947799657e+02,1.313323961605918271e+02,1.311162685876171281e+02,1.308679999649849606e+02,1.305956266690273821e+02,1.302875510036385265e+02,1.299385174070839639e+02,1.295524892484044130e+02,1.291123123495802929e+02,1.286218119711940631e+02,1.280815517926232303e+02,1.274682749975537774e+02,1.268107489496932914e+02,1.260646412481678738e+02,1.252695633133561017e+02,1.243896218585722124e+02,1.234365628410316731e+02,1.224307050685167297e+02,1.213074078127570630e+02,1.201145805088545018e+02,1.188534258427705339e+02,1.174992149034740265e+02,1.160199097593158371e+02,1.144518253013933275e+02,1.127869196630937552e+02,1.110141699222524210e+02,1.091168445122910384e+02,1.070324290854048854e+02,1.047927844868222422e+02,1.023663848547188735e+02,9.971765685134809587e+01,9.679125123338968706e+01,9.352147612513483921e+01,8.984652344092530996e+01,8.584910751673696439e+01
1.300743011007741075e+02,1.304039729301160833e+02,1.302669363768384301e+02,1.301067051287990068e+02,1.299302694816345820e+02,1.297282435274258603e+02,1.295110208284177702e+02,1.292624214893023122e+02,1.289881217361431993e+02,1.286772763894302898e+02,1.283271483477965091e+02,1.279374355984733711e+02,1.274967139010086328e+02,1.270024259825567157e+02,1.264586352484884060e+02,1.258442382586492840e+02,1.251816257304987801e+02,1.244316843603275089e+02,1.236329987906743781e+02,1.227477084671644860e+02,1.217913753002389683e+02,1.207795067361588082e+02,1.196515556589518923e+02,1.184544907322526228e+02,1.171881869396102474e+02,1.158253641889716334e+02,1.143407983575829405e+02,1.127661080058784364e+02,1.110939240602303641e+02,1.093117391874542932e+02,1.074044968151906829e+02,1.053082846686761087e+02,1.030530932739885230e+02,1.006050182201822594e+02,9.792324747147128505e+01,9.494647513693321628e+01,9.158668610829906243e+01,8.772645269028666348e+01,8.328338253098308996e+01
1.287096261089026825e+02,1.290540908353139855e+02,1.289179398092955466e+02,1.287569814199542293e+02,1.285794979875906563e+02,1.283786028456356121e+02,1.281608198508778003e+02,1.279104058782056654e+02,1.276343043033265303e+02,1.273235528524229068e+02,1.269711588305701753e+02,1.265808360490891147e+02,1.261377347199434809e+02,1.256424648080760420e+02,1.250971082847888027e+02,1.244797284793906300e+02,1.238167537215232414e+02,1.230644696864047063e+02,1.222627706621109098e+02,1.213750630444111778e+02,1.204158554375720200e+02,1.194014372357275136e+02,1.182700766483673647e+02,1.170692989955819314e+02,1.158002119813240824e+02,1.144346473815504908e+02,1.129458123190306509e+02,1.113691822763608030e+02,1.096910013008056382e+02,1.079044167765435844e+02,1.059902780685951029e+02,1.038881882361285278e+02,1.016233726869752161e+02,9.916387645381777816e+01,9.646326283893969844e+01,9.345814390709784902e+01,9.004981676196230467e+01,8.609316636292851399e+01,8.141694408053859888e+01
1.275315882851757721e+02,1.278874686938238767e+02,1.277506802032177688e+02,1.275901231429784275e+02,1.274122190773957328e+02,1.272103033486045263e+02,1.269920160995951761e+02,1.267419353676681908e+02,1.264647862930327449e+02,1.261530447526465792e+02,1.258005405739766616e+02,1.254095484485981729e+02,1.249651167731735910e+02,1.244689030124028619e+02,1.239228624923085533e+02,1.233030932491087270e+02,1.226395012521115575e+02,1.218856400705353451e+02,1.210829595600714725e+02,1.201934165291328611e+02,1.192320125611210528e+02,1.182162055804442105e+02,1.170837966240477215e+02,1.158816917600321972e+02,1.146097328321278610e+02,1.132410549423777866e+02,1.117521687933512737e+02,1.101715540577132799e+02,1.084910819771838533e+02,1.067007430580836314e+02,1.047815961345177698e+02,1.026761958724088686e+02,1.004065970714745504e+02,9.793761958855876060e+01,9.522703403967656755e+01,9.220553353387356310e+01,8.876665745174352651e+01,8.475356203926814658e+01,7.993918348512286798e+01
1.264967016950500209e+02,1.268602413322504106e+02,1.267228559758383142e+02,1.265613990851446715e+02,1.263844809309471628e+02,1.261823137660101679e+02,1.259636112705206870e+02,1.257124801090872666e+02,1.254358924552439305e+02,1.251244156462604451e+02,1.247700196767848695e+02,1.243786834335471383e+02,1.239327440515518788e+02,1.234365628410316731e+02,1.228899192294918805e+02,1.222697500836500240e+02,1.216040253193068565e+02,1.208490366493493013e+02,1.200453289917934399e+02,1.191553217358202232e+02,1.181939258952837122e+02,1.171756544778943834e+02,1.160423935431419125e+02,1.148378218149277075e+02,1.135646870564119126e+02,1.121956056671645854e+02,1.107046218393296328e+02,1.091225063921851870e+02,1.074402922582417546e+02,1.056475329145923325e+02,1.037274691241976967e+02,1.016180027395781735e+02,9.934370036034239604e+01,9.687163895560061633e+01,9.415285742018697590e+01,9.111937245026909693e+01,8.766140203657251107e+01,8.360975366034847411e+01,7.870953106338974692e+01
1.255732433507636756e+02,1.259414350740715065e+02,1.258045221874491091e+02,1.256438165923193964e+02,1.254662965550295581e+02,1.252639167084843734e+02,1.250451313964795617e+02,1.247939025298123994e+02,1.245167422696555946e+02,1.242033644986353380e+02,1.238500521699644139e+02,1.234574507620513515e+02,1.230115568456358091e+02,1.225144392119902506e+02,1.219675487982477478e+02,1.213462908011837413e+02,1.206807415320205337e+02,1.199260581853858554e+02,1.191195861072097273e+02,1.182289112175798920e+02,1.172665510438563956e+02,1.162481534534448571e+02,1.151147599268110184e+02,1.139093734804835663e+02,1.126341375306939199e+02,1.112654321839095246e+02,1.097722622667638035e+02,1.081888474264643065e+02,1.065055803126787879e+02,1.047122809997936912e+02,1.027884105990788868e+02,1.006771505902048744e+02,9.840097688959929201e+01,9.592421635093151622e+01,9.320186324360867047e+01,9.015975820190527656e+01,8.668989013870685767e+01,8.261235726438493998e+01,7.765033160269955204e+01
